CH 1,CH 2,CH 3,CH 4,CH 5,CH 6,CH 7,CH 8,CH 9,CH 10,CH 11,CH 12,Suhu,Debit
0,98,11,15,9,87,0,0,16,0,0,0,27,22.5115
55,11,3,0,11,7,29,49,22,0,0,0,27,23.8414
5,19,4,6,10,15,3,40,13,5,7,0,27,51.89347
12,44,18,22,48,42,18,17,79,69,56,69,30.4,72.52334
7,23,17,10,7,22,19,22,50,25,10,9,30.4,56.83373
47,21,39,20,36,21,30,56,27,27,18,16,30.4,11.9168
2,0,13,8,3,0,2,0,0,7,5,1,30.4,72.52334
43,0,16,5,0,0,16,19,5,12,7,9,30.4,25.64087
0,4,8,11,5,6,3,0,5,17,62,80,30.4,72.52334
46,2,6,7,3,2,35,35,0,25,4,5,30.4,33.7058
44,28,3,18,13,25,10,17,7,31,46,54,30.4,15.01688
0,12,4,21,17,12,0,0,4,6,5,10,30.4,11.9168
0,0,7,6,2,0,0,0,0,0,0,0,30.4,2.293389
0,0,0,0,0,0,2,0,0,8,2,7,30.4,19.019
0,0,0,0,0,0,0,0,0,0,0,0,30.4,16.618
0,0,0,0,0,0,0,0,0,0,0,0,30.4,13.324
0,0,0,0,0,0,0,0,0,3,0,0,30.4,10.827
0,0,6,0,0,0,0,0,0,0,0,0,30.4,9.684
0,0,0,0,0,0,0,0,0,0,0,0,30.4,9.084
0,0,0,0,0,0,0,0,0,0,0,0,30.4,7.967
0,0,0,0,0,0,0,0,0,0,0,0,30.4,7.967
0,0,0,0,0,0,0,0,0,0,0,0,30.4,8.152
0,0,0,0,0,0,1,0,0,0,0,0,30.4,83.66943
32,0,0,0,0,0,28,41,0,4,0,0,30.4,6.486684
0,64,51,62,66,52,2,0,24,31,10,56,30.4,6.486684
8,19,0,0,9,0,5,7,4,6,0,0,30.4,21.463
0,0,0,0,0,0,0,0,0,4,0,1,30.4,2.293389
29,0,0,0,0,0,0,0,0,0,0,6,30.4,95.3344
18,0,0,0,0,0,37,35,0,0,13,0,30.4,6.486684
0,90,19,70,65,88,0,0,16,33,0,25,30.4,25.64087
16,30,7,17,2,22,2,8,4,0,0,0,30.4,83.66943
29,0,11,0,3,0,32,34,2,18,13,37,30.4,72.52334
8,38,29,16,4,25,7,10,55,67,54,46,30.4,51.89347
0,0,21,0,2,0,7,0,0,71,45,32,30.4,95.3344
30,23,0,15,0,30,15,40,20,0,0,0,30.5,72.52334
17,29,54,41,41,25,26,12,15,21,0,7,30.5,61.92151
43,40,10,27,51,30,5,38,25,3,7,0,30.5,6.486684
0,0,7,0,0,0,0,0,0,0,0,3,30.5,2.293389
0,0,0,0,0,0,0,0,0,0,0,0,30.5,54.12394
0,0,0,0,14,0,55,0,0,0,0,0,30.5,72.52334
38,32,53,31,40,25,0,62,22,41,18,8,30.5,11.9168
0,46,10,28,26,22,8,0,20,9,7,6,30.5,61.92151
42,0,0,2,16,0,0,39,7,6,6,0,30.5,25.64087
27,18,7,8,8,16,25,0,7,32,20,18,30.5,72.52334
31,9,61,8,14,9,36,34,8,45,31,16,30.5,33.7058
0,6,9,27,42,8,8,0,5,8,5,3,30.5,51.89347
0,0,0,2,0,0,0,0,4,0,0,0,30.5,25.64087
43,0,0,0,0,0,0,41,0,5,57,19,30.5,120.1351
82,0,0,0,0,0,7,78,0,0,0,0,30.5,72.52334
55,20,59,32,33,27,0,60,8,65,18,52,30.5,51.89347
10,0,13,6,2,0,5,13,4,0,0,0,30.5,29.58161
0,7,43,8,1,8,6,17,0,81,55,18,30.5,33.7058
87,0,6,0,0,0,6,69,0,0,0,0,30.5,51.89347
0,6,11,0,0,6,0,0,8,15,33,18,30.5,18.34711
97,0,0,0,0,0,94,90,0,0,0,0,30.5,132.4681
12,95,88,110,95,93,2,16,21,103,131,99,30.5,133.2339
0,36,13,5,23,42,0,0,0,37,20,22,30.5,72.52334
0,35,0,0,0,0,0,0,0,0,0,0,30.5,61.92151
0,49,0,36,38,72,9,0,20,5,0,0,30.5,72.52334
9,30,4,18,8,28,21,12,5,10,7,2,30.5,51.89347
0,40,0,58,27,40,1,0,34,3,21,4,30.5,107.4961
0,0,25,0,1,0,27,0,0,18,5,9,30.5,95.3344
24,20,6,48,39,18,39,30,23,70,68,74,30.5,82.65344
27,9,33,42,36,31,24,35,5,20,33,26,28.4,107.4961
5,44,83,30,37,40,4,3,26,30,26,40,28.4,51.89347
0,1,0,5,2,12,0,0,3,34,60,74,28.4,95.3344
0,0,0,0,6,0,0,0,0,37,25,22,28.4,65.61778
18,0,0,5,0,0,31,27,0,18,0,0,28.4,133.2339
11,9,12,11,12,0,4,20,1,17,6,9,28.4,103.8223
15,10,6,6,15,7,6,27,2,10,20,14,28.4,85.95513
23,36,8,35,11,41,35,35,36,10,29,42,28.4,95.3344
52,97,4,8,40,10,6,0,7,13,4,2,28.4,83.66943
44,8,7,5,14,10,0,0,2,26,49,48,28.4,72.52334
0,9,0,10,22,0,0,10,0,0,5,0,28.4,95.3344
4,0,0,0,0,0,11,0,6,0,0,0,28.4,61.92151
33,23,14,20,0,4,35,27,8,4,3,16,28.4,72.52334
48,41,63,41,48,39,1,55,5,7,15,32,28.4,95.3344
0,0,0,0,0,0,0,0,0,25,17,13,28.4,83.66943
12,0,0,0,0,0,45,22,0,0,0,1,28.4,51.89347
0,48,6,60,72,25,0,0,79,3,3,8,28.4,33.7058
0,51,9,21,21,50,0,0,5,31,0,6,28.4,25.64087
0,0,11,21,18,0,0,0,9,4,0,0,28.4,51.89347
0,0,0,0,0,0,0,0,29,0,0,0,28.4,83.66943
0,0,11,0,3,0,0,0,59,25,53,6,28.4,120.1351
23,0,0,0,0,0,23,20,12,0,0,0,28.4,25.64087
4,0,0,0,21,0,6,10,42,34,16,18,28.4,47.10529
0,0,41,0,0,0,0,0,0,17,20,16,28.4,33.7058
0,0,8,0,0,0,0,0,0,0,0,0,28.4,51.89347
0,0,11,0,0,0,5,0,0,0,0,0,28.4,25.64087
0,0,8,0,0,0,0,0,0,0,0,0,28.4,51.89347
2,0,14,0,0,0,2,15,0,0,0,0,28.4,33.7058
16,0,4,0,0,0,13,10,0,10,40,34,28.4,47.10529
0,0,39,0,0,0,0,0,0,40,25,25,28.4,72.52334
0,0,0,0,0,0,0,0,0,0,0,0,28.4,83.66943
0,1,31,0,5,0,55,0,8,57,24,6,30.6,62.45578
0,22,38,18,2,19,43,0,8,9,0,0,30.6,87.44268
0,15,72,12,23,10,70,0,4,4,0,18,30.6,95.3344
47,37,22,30,40,35,95,25,15,0,0,0,30.6,95.01877
15,42,19,36,58,44,56,20,55,0,0,8,30.6,107.7617
60,30,16,22,19,32,75,40,3,0,9,7,30.6,93.6471
32,86,8,74,23,84,28,25,29,3,58,24,30.6,83.66943
28,6,67,12,19,4,44,15,47,21,12,34,30.6,42.47416
0,26,11,28,5,23,4,0,20,12,29,10,30.6,51.89347
0,33,16,40,3,35,0,0,0,0,0,0,30.6,25.64087
0,0,0,0,2,0,6,0,0,0,0,0,30.6,25.64087
0,4,0,0,0,7,0,0,0,0,0,0,30.6,18.34711
0,3,0,0,0,7,0,0,0,0,0,0,30.6,61.92151
0,1,0,0,0,2,0,0,0,4,5,16,30.6,120.1351
0,3,0,0,0,3,0,0,0,0,0,8,30.6,72.52334
0,6,18,25,7,5,20,0,35,50,22,60,30.6,83.66943
46,8,26,31,32,10,0,25,54,20,60,37,30.6,51.89347
0,0,11,25,17,0,33,0,20,0,0,0,30.6,42.47416
32,32,14,25,0,35,29,25,5,0,0,0,30.6,33.7058
0,2,8,8,8,10,0,0,8,0,0,1,30.6,25.64087
0,0,0,0,0,0,0,0,0,3,0,0,30.6,21.89256
0,0,0,6,0,19,0,0,18,15,0,0,30.6,18.34711
0,0,0,0,13,8,0,0,8,0,0,0,30.6,11.9168
0,0,0,0,0,0,0,0,0,0,0,0,30.6,6.486684
0,0,0,15,0,0,0,0,0,0,0,0,30.6,11.9168
0,0,0,0,0,0,5,0,0,0,0,0,30.6,72.52334
0,0,0,0,0,0,67,0,0,0,0,0,30.6,25.64087
3,0,0,11,11,21,6,0,14,0,0,0,30.6,18.34711
0,0,0,0,0,0,0,0,0,3,5,13,30.6,6.486684
0,0,0,0,0,0,0,0,0,27,0,1,30.6,11.9168
0,0,0,0,0,0,6,0,0,0,0,0,29.6,6.486684
0,0,0,0,0,0,0,0,0,0,0,0,29.6,4.213225
0,0,0,0,7,0,0,0,0,0,0,0,29.6,42.47416
0,0,0,0,0,0,0,0,0,0,0,0,29.6,15.01688
13,0,12,0,0,0,0,10,0,0,0,0,29.6,2.293389
0,2,0,0,11,7,0,0,2,5,57,14,29.6,72.52334
0,0,0,0,0,0,4,0,0,0,0,0,29.6,51.89347
55,32,9,40,0,36,0,25,27,0,40,13,29.6,18.34711
0,7,13,6,2,8,16,0,5,33,0,0,29.6,25.64087
3,0,0,0,9,1,45,0,0,0,0,26,29.6,18.34711
0,12,0,41,13,39,0,0,33,0,15,2,29.6,11.9168
0,0,0,15,13,10,0,0,0,0,0,0,29.6,6.486684
0,0,12,0,0,2,0,0,0,0,0,0,29.6,6.486684
0,0,0,0,0,0,0,0,0,0,0,0,29.6,2.293389
0,0,0,0,0,0,0,0,0,20,0,0,29.6,20.345
0,0,19,0,0,5,0,0,0,0,0,0,29.6,21.463
0,0,20,0,0,28,4,0,25,0,0,0,29.6,25.64087
15,0,0,10,0,5,9,20,0,0,0,0,29.6,11.9168
0,0,6,12,0,22,12,12,30,10,0,4,29.6,61.92151
0,10,4,2,3,17,0,0,7,23,5,6,29.6,15.01688
4,0,5,0,3,0,47,0,0,33,6,21,29.6,72.52334
0,0,0,0,17,5,0,0,4,0,0,0,29.6,18.34711
0,45,0,0,8,14,0,17,14,0,0,0,29.6,19.592
0,0,0,0,0,0,0,0,0,0,0,0,29.6,120.1351
0,0,0,0,0,0,0,0,0,0,0,0,29.6,51.89347
53,0,0,0,0,0,36,0,0,0,0,0,29.6,133.2339
0,72,53,95,30,71,4,0,66,15,11,11,29.6,51.89347
60,5,10,0,4,16,18,27,9,0,0,0,29.6,25.64087
0,21,26,39,19,42,0,0,30,26,81,62,29.6,11.9168
0,0,0,0,0,0,4,0,0,0,0,1,29.6,42.47416
27,95,19,92,87,90,2,23,52,0,0,0,29.6,25.64087
0,8,0,8,11,12,0,0,7,0,6,14,27.9,11.9168
0,2,0,8,0,0,0,0,0,0,0,0,27.9,0.810836
0,7,89,15,3,5,0,0,24,0,0,6,27.9,0.810836
0,0,0,0,0,0,0,0,0,0,0,0,27.9,0.810836
0,0,0,0,0,0,0,0,0,0,0,0,27.9,0.810836
0,0,0,0,0,0,0,0,0,0,0,0,27.9,20.464
0,0,0,0,0,0,0,0,0,0,0,0,27.9,20.11
0,0,0,0,0,0,0,0,0,0,0,0,27.9,20.313
0,0,0,0,0,0,0,0,0,0,0,0,27.9,13.108
0,0,0,0,0,0,0,0,0,0,0,0,27.9,13.748
0,0,0,0,0,0,0,0,0,0,0,0,27.9,13.596
0,0,0,0,0,0,0,0,0,0,0,0,27.9,11.9168
0,0,0,0,0,0,0,0,0,0,0,0,27.9,18.054
0,0,0,0,0,0,0,0,0,0,0,0,27.9,11.926
0,6,15,25,42,8,0,0,4,0,0,10,27.9,10.821
0,0,0,0,0,0,0,0,0,0,0,0,27.9,10.821
0,0,9,0,0,1,0,0,1,0,0,0,27.9,10.454
0,0,4,4,0,0,0,0,6,0,0,0,27.9,9.507
0,0,0,0,0,0,0,0,2,0,0,0,27.9,10.413
0,0,0,0,0,0,0,0,0,0,0,0,27.9,10.978
0,0,0,0,0,0,0,0,0,0,0,0,27.9,10.761
0,0,0,4,0,0,0,0,7,0,0,0,27.9,9.292
0,0,0,0,0,0,0,0,0,0,0,0,27.9,8.331
0,0,0,0,0,0,0,0,0,0,0,0,27.9,8.331
0,0,0,0,0,0,0,0,0,0,0,0,27.9,7.451
0,0,0,0,0,0,0,0,0,0,0,0,27.9,7.009
0,0,0,0,0,0,0,0,0,0,0,0,27.9,6.509
0,0,0,0,0,0,0,0,0,0,0,0,27.9,6.718
0,0,0,0,0,0,0,0,0,0,0,0,27.9,6.718
0,0,0,0,0,0,0,0,0,0,0,0,27.9,6.718
0,0,0,0,0,0,0,0,0,0,6,14,29.6,6.282
0,0,0,0,0,0,0,0,0,0,0,0,29.6,6.163
0,0,0,0,0,0,0,0,0,0,0,6,29.6,6.679
0,0,0,0,0,0,0,0,0,0,0,0,29.6,6.976
0,0,0,0,0,0,0,0,0,0,0,0,29.6,7.535
4,0,3,0,0,0,0,18,6,0,0,0,29.6,7.125
0,0,7,0,0,0,2,0,7,0,0,0,29.6,6.501
0,0,2,0,0,0,0,0,0,0,0,0,29.6,6.817
0,0,0,0,0,0,0,0,0,0,0,0,29.6,7.412
0,0,0,0,0,0,0,0,0,0,0,0,29.6,7.499
0,0,0,0,0,0,0,0,0,0,0,0,29.6,7.583
0,0,0,0,0,0,0,0,0,0,0,0,29.6,7.667
0,0,0,0,0,0,0,0,7,0,0,0,29.6,7.913
0,0,0,0,0,0,0,0,0,0,0,0,29.6,8.842
14,0,0,0,0,6,2,7,0,0,0,10,29.6,6.38
0,4,31,0,33,0,0,0,4,0,0,0,29.6,6.927
0,2,0,8,0,0,0,0,0,0,0,0,29.6,6.604
0,0,0,0,2,0,0,0,0,0,0,0,29.6,7.626
0,0,0,0,0,0,2,0,3,0,0,0,29.6,7.927
0,2,0,0,0,4,0,0,12,0,0,0,29.6,7.626
0,0,0,0,0,0,0,0,0,0,0,0,29.6,7.722
0,0,0,0,0,0,0,0,0,0,0,0,29.6,6.802
0,0,5,0,0,0,0,0,0,0,0,0,29.6,5.792
0,0,0,0,0,0,0,0,0,0,0,0,29.6,6.566
0,0,0,0,0,0,0,0,0,0,0,0,29.6,6.444
0,0,0,0,0,0,0,0,0,0,0,0,29.6,6.319
0,0,0,0,0,0,0,0,0,0,0,0,29.6,5.994
0,0,0,0,0,0,0,0,0,0,0,0,29.6,6.062
0,0,0,0,0,0,0,0,0,0,0,0,29.6,6.126
0,0,0,0,0,0,0,0,0,0,0,0,29.6,6.192
0,0,0,0,0,0,0,0,0,0,0,0,29.6,6.126
0,0,0,0,0,0,0,0,0,0,0,0,24.2,5.86
0,0,0,0,0,0,0,0,0,0,0,0,24.2,5.931
0,0,0,0,0,0,0,0,0,0,0,0,24.2,5.999
0,0,0,0,0,0,0,0,0,0,0,0,24.2,5.861
0,0,0,0,0,0,0,0,0,0,0,0,24.2,5.721
0,0,0,0,0,0,0,0,0,0,0,0,24.2,4.871
0,0,0,0,0,0,0,0,0,0,0,0,24.2,4.522
0,0,0,0,0,0,0,0,0,0,0,0,24.2,4.044
0,0,0,0,0,0,0,0,0,0,0,0,24.2,25.64087
12,0,0,0,0,0,17,0,0,0,0,0,24.2,9.329
23,2,0,4,1,7,19,0,4,2,0,0,24.2,10.219
6,2,0,4,8,3,0,13,3,8,10,13,24.2,72.52334
0,6,12,6,9,3,0,0,12,2,39,0,24.2,20.612
2,3,4,6,0,5,21,7,5,0,0,0,24.2,19.163
3,35,33,37,9,47,4,5,51,0,22,2,24.2,10.963
0,0,13,0,0,0,0,0,0,52,16,36,24.2,9.389
0,0,0,0,7,0,0,0,0,1,0,1,24.2,8.559
0,0,0,0,3,0,0,0,0,0,0,0,24.2,8.364
0,0,0,0,0,0,0,0,0,0,0,0,24.2,7.068
0,0,0,0,0,0,0,0,0,0,0,0,24.2,6.581
0,0,0,0,0,0,0,0,0,0,0,0,24.2,5.426
0,0,0,0,0,0,0,0,0,0,0,0,24.2,5.327
0,0,0,0,0,0,0,0,0,0,0,0,24.2,4.954
0,0,0,0,0,0,0,0,0,0,0,0,24.2,5.195
0,0,0,0,0,0,0,0,0,0,0,0,24.2,4.953
0,0,0,0,0,0,0,0,0,0,0,0,24.2,5.035
0,0,0,0,0,0,0,0,0,0,0,0,24.2,5.426
0,0,0,0,0,0,0,0,0,0,0,0,24.2,5.273
0,0,2,0,0,0,0,0,1,0,0,0,24.2,4.431
0,0,0,0,0,0,0,0,0,0,0,0,24.2,4.612
0,0,0,0,0,0,0,0,0,0,0,0,24.2,4.699
0,0,0,0,0,0,0,0,0,0,0,0,25.6,6.067
4,0,0,0,0,0,14,0,0,0,0,0,25.6,6.331
0,0,8,0,4,0,0,0,8,0,0,0,25.6,5.792
0,0,12,0,0,0,0,0,0,0,0,0,25.6,4.954
0,0,0,0,0,0,0,0,0,0,0,0,25.6,4.785
0,0,0,0,0,0,0,0,0,0,0,0,25.6,4.144
0,0,0,0,0,0,0,0,0,5,0,8,25.6,5.791
0,0,0,0,0,0,9,0,0,0,0,0,25.6,4.431
0,0,0,2,3,0,0,0,5,0,0,0,25.6,4.243
0,0,0,0,0,0,0,0,0,0,0,0,25.6,4.145
0,0,0,0,0,0,0,0,0,0,0,0,25.6,4.337
0,0,0,0,0,0,0,0,0,0,0,0,25.6,4.431
0,0,0,0,0,5,0,0,0,0,0,0,25.6,5.116
0,0,0,0,0,0,0,0,0,0,0,0,25.6,4.954
0,0,0,0,0,0,0,0,0,0,0,0,25.6,4.786
0,0,0,0,0,0,0,0,0,0,0,0,25.6,5.035
0,0,0,0,0,0,0,0,0,0,0,0,25.6,5.195
0,0,0,3,2,0,0,0,4,5,0,2,25.6,4.871
0,0,0,0,0,0,0,0,2,0,0,0,25.6,5.351
0,0,0,0,0,0,0,0,0,0,0,0,25.6,4.145
0,0,1,2,12,0,6,0,2,0,0,5,25.6,4.941
0,8,5,6,2,10,9,0,5,0,0,0,25.6,4.069
0,6,6,0,6,3,0,0,2,0,0,0,25.6,4.126
0,0,0,0,0,0,0,0,0,0,0,0,25.6,4.431
0,0,2,0,0,0,0,0,0,0,0,0,25.6,4.337
0,0,0,0,0,0,0,0,0,0,0,0,25.6,3.129
0,0,0,0,0,0,0,0,0,0,0,0,25.6,3.929
0,0,0,0,0,0,0,0,0,0,0,0,25.6,3.882
0,0,0,0,0,0,0,0,0,0,0,0,25.6,4.467
0,0,0,0,0,0,0,0,0,0,0,0,25.6,4.383
0,0,0,0,0,0,0,0,0,1,0,0,26.7,6.541
3,0,0,0,0,0,29,4,0,0,0,0,26.7,3.525
0,6,4,18,0,5,0,0,21,0,0,0,26.7,4.251
0,2,6,0,0,4,0,0,0,0,0,0,26.7,3.243
0,0,5,2,5,0,0,0,6,0,0,0,26.7,3.503
0,0,0,0,0,0,0,0,4,0,0,0,26.7,3.452
0,0,0,0,0,0,0,0,0,0,0,0,26.7,4.059
0,4,0,0,0,6,2,0,7,0,0,0,26.7,3.504
0,0,7,0,0,0,0,0,0,0,0,0,26.7,4.145
0,0,0,0,0,0,0,0,0,0,0,0,26.7,4.187
12,0,2,0,0,0,1,8,2,0,0,0,26.7,3.768
0,0,6,7,6,4,0,0,13,58,18,22,26.7,3.499
0,0,0,0,0,0,0,0,0,0,0,0,26.7,6.259
0,0,0,0,0,0,0,0,0,0,0,0,26.7,25.64087
9,0,0,0,0,0,23,10,0,0,0,0,26.7,5.788
0,6,22,9,8,7,0,0,25,0,7,12,26.7,11.9168
0,0,0,0,0,0,0,0,0,0,0,0,26.7,18.34711
21,3,0,1,0,2,6,25,4,0,0,0,26.7,9.065417
2,5,20,3,11,7,0,5,13,0,5,2,26.7,8.609
0,15,16,15,22,14,0,0,20,0,0,4,26.7,18.34711
24,0,0,0,0,0,53,5,0,0,0,0,26.7,6.486684
11,52,0,57,51,50,11,10,70,7,0,0,26.7,6.486684
0,0,0,0,0,0,27,25,0,0,13,29,26.7,9.024
0,6,0,0,39,5,0,6,6,4,0,14,26.7,8.178
0,0,0,0,3,0,20,0,2,0,0,0,26.7,9.065417
71,3,0,4,2,1,9,15,2,0,5,0,26.7,11.9168
50,0,0,1,7,0,17,50,0,0,26,7,26.7,6.486684
0,37,17,25,0,35,0,0,0,20,40,54,26.7,11.9168
7,6,22,16,10,4,37,6,0,0,0,2,26.7,18.34711
2,8,19,38,2,6,9,0,32,39,10,13,26.7,42.47416
5,37,41,30,4,33,7,3,36,0,0,0,26.7,51.89347
2,23,7,0,26,21,25,6,0,34,75,54,28,15.01688
0,25,11,0,22,23,2,0,0,45,5,9,28,51.89347
0,0,16,15,5,0,13,0,17,17,6,0,28,11.9168
0,25,12,20,0,23,0,0,0,0,0,0,28,6.486684
0,17,14,18,9,15,0,4,47,0,0,12,28,2.293389
0,0,0,12,0,0,0,0,14,0,0,0,28,2.293389
0,15,0,10,2,13,0,0,2,0,0,0,28,0.810836
0,0,0,16,0,0,0,0,0,0,0,0,28,0.810836
0,0,13,0,0,0,0,0,0,0,0,0,28,6.486684
0,0,0,0,0,0,0,0,0,0,0,0,28,2.293389
17,0,0,6,0,0,27,10,15,15,51,30,28,0.810836
0,0,0,0,0,0,12,0,6,2,0,0,28,6.486684
0,0,5,0,0,0,0,0,10,0,0,0,28,11.9168
22,0,8,17,6,2,1,20,9,0,0,0,28,11.9168
8,0,4,8,3,3,25,0,15,30,5,27,28,6.486684
0,27,7,21,23,27,34,15,4,25,11,6,28,25.64087
0,0,0,0,0,0,0,0,0,0,0,0,28,6.486684
16,38,9,21,34,29,34,18,22,46,37,20,28,6.486684
0,0,0,0,0,0,0,0,0,0,0,0,28,6.486684
8,28,16,17,8,30,0,22,36,17,25,2,28,42.47416
0,10,21,16,6,11,0,20,5,0,0,0,28,18.34711
39,41,10,25,20,39,34,25,20,28,50,14,28,11.9168
36,50,27,56,41,52,27,30,6,6,5,4,28,42.47416
18,26,11,28,25,24,13,10,19,23,4,14,28,72.52334
8,48,20,70,44,46,36,5,47,30,0,0,28,72.52334
74,90,63,45,44,78,25,45,15,26,18,2,28,61.92151
25,16,7,36,40,27,22,15,28,31,10,46,28,51.89347
31,46,6,21,12,17,6,22,20,0,6,4,28,61.92151
43,12,8,30,0,15,4,40,15,15,20,4,28,61.92151
26,4,4,6,0,6,8,18,12,30,13,18,28,42.47416
6,43,33,16,2,41,0,8,11,6,6,0,27.4,18.34711
0,0,2,10,0,0,0,0,0,0,0,0,27.4,107.4961
0,0,0,12,0,0,0,0,0,13,8,6,27.4,51.89347
0,17,0,5,9,15,3,0,4,0,0,0,27.4,33.7058
14,95,49,63,49,90,8,21,70,11,5,6,27.4,25.64087
8,3,2,6,7,2,5,10,0,0,0,0,27.4,11.9168
4,7,0,0,3,6,3,3,0,0,0,4,27.4,9.065417
0,0,0,2,2,0,0,0,0,0,0,0,27.4,9.065417
0,0,0,4,2,0,0,0,0,0,0,0,27.4,42.47416
0,3,0,6,2,2,2,4,4,2,0,1,27.4,105.5869
0,0,22,4,1,2,0,0,0,0,0,0,27.4,120.1351
8,10,33,125,26,12,0,5,56,4,10,0,27.4,51.89347
17,65,58,68,59,62,54,38,15,121,44,4,27.4,112.4286
16,38,69,5,59,41,0,10,30,2,4,6,27.4,61.92151
30,4,0,136,6,2,7,25,23,1,5,0,27.4,4.213225
11,85,18,3,50,77,9,20,18,40,10,0,27.4,29.58161
0,0,3,2,1,0,0,0,1,22,0,2,27.4,21.89256
4,0,0,6,0,0,6,3,1,0,0,0,27.4,18.34711
5,3,1,0,5,2,4,6,12,0,0,0,27.4,11.9168
0,0,0,0,0,1,1,0,2,27,0,0,27.4,6.486684
0,0,0,0,0,0,0,0,0,0,0,0,27.4,4.213225
0,0,0,0,0,0,0,0,0,0,0,0,27.4,21.186
0,0,0,0,0,0,0,0,0,0,0,0,27.4,6.486684
0,0,0,41,0,0,0,0,0,0,0,0,27.4,6.486684
0,16,14,47,2,14,8,3,0,0,0,0,27.4,2.293389
0,73,22,6,20,72,4,0,7,0,0,3,27.4,18.34711
3,0,4,24,7,0,1,0,2,0,0,8,27.4,6.486684
18,6,2,4,33,4,0,0,18,0,0,1,27.4,61.92151
1,3,2,6,4,2,22,0,0,0,7,0,27.4,83.66943
63,52,8,64,59,42,67,34,14,6,14,13,27.4,47.105
22,40,7,35,10,15,24,18,14,10,0,0,27.4,51.893
6,20,72,33,39,19,47,0,15,0,0,0,28.1,61.922
12,6,7,4,8,4,4,5,12,81,22,95.4,28.1,61.922
16,3,8,8,2,2,23,12,4,6,5,6,28.1,0.810836
16,9,4,44,7,42,46,20,57,0,20,5.2,28.1,1.065871
29,9,21,32,17,19,17,45,7,0,0,0,28.1,1.343151
31,30,33,21,14,18,5,24,9,6,23,16.4,28.1,61.922
14,92,7,7,22,73,30,10,19,0,11,4.6,28.1,61.922
13,45,2,49,30,53,26,17,24,2,6,13.4,28.1,2.293389
5,12,7,28,35,26,12,7,20,13,1,0,28.1,83.66943
4,20,9,31,12,32,6,6,25,20,3,0,28.1,51.89347
23,22,5,28,21,20,12,0,24,10,50,30,28.1,95.3344
10,50,6,20,0,35,8,5,35,0,0,0,28.1,72.523
56,25,91,158,76,6,40,43,11,4,45,3.4,28.1,107.4961
7,30,6,36,0,73,24,26,14,63,15,7.6,28.1,56.83373
5,40,4,6,19,51,17,16,22,37,8,6,28.1,51.89347
6,3,7,4,0,7,3,4,0,5,9,4.8,28.1,61.92151
21,10,3,45,16,9,15,18,3,0,5,34,28.1,107.4961
0,2,2,0,0,4,0,7,2,11,10,52.4,28.1,72.523
52,25,22,6,29,83,43,2,59,0,0,0,28.1,51.89347
26,4,0,8,1,0,0,70,0,15,30,24.4,28.1,25.64087
0,0,0,8,0,0,0,0,0,10,0,0,28.1,18.34711
0,0,0,0,0,0,0,0,1,0,0,0,28.1,11.9168
0,0,0,0,0,0,0,0,0,0,2,4,28.1,11.9168
2,0,2,0,4,1,0,6,2,0,9,0,28.1,25.64087
0,0,0,0,0,4,0,0,2,0,0,0.2,28.1,133.2339
11,24,29,46,9,20,32,5,11,3,0,12,28.1,127.1521
68,70,41,31,72,86,76,47,83,28,54,44.8,28.1,72.523
63,30,47,65,33,28,51,54,9,30,96,83.2,28.1,107.4961
1,17,0,11,0,0,4,3,0,0,0,90.8,28.1,61.92151
86,10,16,18,12,25,18,116,37,38,125,40.2,28.1,72.52334
8,15,13,16,4,12,8,5,30,0,2,3,28.1,72.523
28,35,23,8,30,16,30,34,22,38,37,3,28.8,67.15265
0,0,11,5,0,0,3,0,12,0,46,28,28.8,133.2339
3,0,6,32,24,18,14,5,4,33,0,43,28.8,107.4961
59,62,42,15,42,36,29,60,32,86,115,112,28.8,95.3344
37,19,12,10,17,17,14,40,32,35,23,13,28.8,61.92151
60,0,1,2,25,0,2,56,5,40,32,38,28.8,61.92151
0,0,0,0,0,6,0,30,19,0,0,0,28.8,72.523
13,18,7,41,18,4,44,22,2,3,0,4.2,28.8,67.15265
9,35,13,5,25,31,26,17,14,52,30,30,28.8,51.89347
4,7,9,13,7,9,8,3,10,78,17,34,28.8,72.52334
0,0,4,80,0,0,0,0,0,0,0,0,28.8,61.92151
23,35,14,26,34,4,36,25,6,20,10,17.5,28.8,61.92151
7,0,5,21,10,8,6,3,4,11,2,4,28.8,61.92151
2,18,9,42,5,18,3,6,12,0,4,2,28.8,51.89347
13,46,11,17,43,23,12,20,16,2,5,31.5,28.8,42.47416
2,13,0,12,4,0,6,0,0,0,0,0,28.8,51.89347
0,7,13,0,39,19,2,0,6,0,0,0,28.8,51.89347
0,0,0,68,0,0,0,0,0,20,0,8.3,28.8,72.52334
0,24,3,16,12,16,14,0,13,2,45,0,28.8,61.92151
44,4,0,23,19,6,7,72,55,73,40,16.3,28.8,47.10529
20,10,0,0,7,12,17,14,5,3,4,2.5,28.8,51.89347
0,0,16,25,0,0,0,0,0,0,0,0,28.8,95.3344
12,0,5,39,11,12,9,8,32,10,32,21.5,28.8,72.52334
28,50,13,20,20,22,44,33,25,0,20,24.2,28.8,61.92151
10,16,27,7,21,9,32,21,19,2,0,15.2,28.8,107.4961
2,8,0,47,7,14,4,0,2,0,5,3.2,28.8,78.03002
30,66,71,118,52,60,63,42,30,17,25,26.6,28.8,72.523
